중요도,CIS담당,구매담당,중분류명,고객약호,자재,내역,생성일,원납기일,변경납기일,총오더수량,환산수량,미납잔량,생산완료요청일,부자재,제조요청여부,현재제조,관리구분,비고,단가,매출
상,전재준,사급,파우더,ABC,9ABC1288210,어퓨과즙팡파스텔블러셔#쿨트럴더블기획(로지/피그코튼OY),2026-03-17,2026-04-27,2026-04-27,1500,3000,1500,~4/24,2026-04-10,O,,중점관리품목,,2145,3217500
상,안세연,홍한슬,겔마스크,FCM,9FCM0037511,포컴퍼니아비브콜라겐겔마스크#수분초젤리(10매)(군납),2026-03-10,2026-05-08,2026-04-30,46900,469000,46900,2026-04-29,,o,비티아이,중점관리품목,막주 출고 몰리지 않도록 전반적으로 당겨 요청,7141,334912900
중,안세연,홍한슬,파우더성형_일반,FCM,9FCM0009611,포컴퍼니네이밍플러피파우더블러쉬#토스트(24),2026-03-11,2026-04-29,2026-04-30,3500,3500,3500,2026-04-29,,x,,중점관리품목,,1923,6730500
중,안세연,홍한슬,파우더,FCM,9FCM0073810,포컴퍼니네이밍플러피파우더블러쉬#카야,2026-03-11,2026-04-29,2026-04-29,3000,3000,3000,2026-04-28,,x,,중점관리품목,,1990,5970000
중,안세연,홍한슬,파우더성형_일반,FCM,9FCM0014210,포컴퍼니네이밍플러피파우더블러쉬#베이글,2026-03-11,2026-04-29,2026-04-22,31000,31000,31000,2026-04-20,,x,,중점관리품목,,1953,60543000
중,안세연,홍한슬,파우더성형_일반,FCM,9FCM0009310,포컴퍼니네이밍플러피파우더블러쉬#헤일로,2026-03-11,2026-04-29,2026-04-22,6000,6000,6000,2026-04-20,,x,,중점관리품목,,1926,11556000
상,안세연,홍한슬,에어쿠션,FCM,9FCM0038810,포컴퍼니네이밍레이어드핏쿠션#17Y(리필),2026-03-05,2026-03-31,2026-04-30,500,500,500,2026-04-03,,o,3/23~24,중점관리품목,자재 캐파 확보 요청,2636,1318000
상,안세연,홍한슬,에어쿠션,FCM,9FCM0045010,포컴퍼니네이밍레이어드핏쿠션#19N(리필)[UW],2026-03-05,2026-03-31,2026-04-30,1000,1000,1000,2026-04-03,,o,3/23~24,중점관리품목,자재 캐파 확보 요청,2636,2636000
상,안세연,홍한슬,에어쿠션,FCM,9FCM0038911,포컴퍼니네이밍레이어드핏쿠션#21P(리필)[UW],2026-03-05,2026-03-27,2026-04-30,800,800,800,2026-04-29,,o,2026-03-31,중점관리품목,자재 캐파 확보 요청,2636,2108800
상,안세연,홍한슬,에어쿠션,FCM,9FCM0038910,포컴퍼니네이밍레이어드핏쿠션#21Y(리필)[UW],2026-03-05,2026-03-27,2026-04-30,1000,1000,1000,2026-04-29,,o,2026-03-31,중점관리품목,자재 캐파 확보 요청,2636,2636000
중,안세연,홍한슬,파우더성형_일반,FCM,9FCM0032110,포컴퍼니네이밍플러피파우더블러쉬#05니제(일본),2026-03-09,2026-04-29,2026-04-29,3000,3000,3000,2026-04-27,,o,2026-04-07,중점관리품목,수출용 일정 준수 필,1990,5970000
중,안세연,홍한슬,파우더성형_일반,FCM,9FCM0032311,포컴퍼니네이밍플러피파우더블러쉬#04페이지(일본),2026-03-09,2026-04-29,2026-04-29,3000,3000,3000,2026-04-27,,o,2026-04-07,중점관리품목,수출용 일정 준수 필,1990,5970000
중,안세연,홍한슬,파우더성형_일반,FCM,9FCM0028711,포컴퍼니네이밍플러피파우더블러쉬#03서먼(일본),2026-03-09,2026-04-29,2026-04-29,5040,5040,5040,2026-04-27,,o,2026-04-07,중점관리품목,수출용 일정 준수 필,1996,10059840
중,안세연,홍한슬,파우더성형_일반,FCM,9FCM0014211,포컴퍼니네이밍플러피파우더블러쉬#01베이글(일본),2026-03-09,2026-04-29,2026-04-29,3000,3000,3000,2026-04-27,,o,2026-04-07,중점관리품목,수출용 일정 준수 필,2186,6558000
상,안세연,홍한슬,에어쿠션,FCM,9FCM0015410,포컴퍼니네이밍레이어드핏쿠션#21[UW]@,2026-02-09,2026-04-16,2026-04-16,2500,2500,2500,2026-04-15,,o,2026-03-31,중점관리품목,자재 캐파 확보 요청,4145,10362500
상,안세연,홍한슬,에어쿠션,FCM,9FCM0044910,포컴퍼니네이밍레이어드핏쿠션#21P(본품)[UW],2026-02-09,2026-04-16,2026-04-16,2000,2000,2000,2026-04-15,,o,2026-03-31,중점관리품목,자재 캐파 확보 요청,4145,8290000
상,안세연,홍한슬,에어쿠션,FCM,9FCM0020510,포컴퍼니네이밍레이어드핏쿠션#19N[UW],2026-02-09,2026-03-31,2026-04-01,2500,2500,2500,2026-04-06,,o,2026-03-31,중점관리품목,자재 캐파 확보 요청,4145,10362500
상,안세연,홍한슬,에어쿠션,FCM,9FCM0064510,포컴퍼니제로그래비티커버UP쿠션#22N((리필)(UW)),2026-03-13,2026-04-24,2026-04-24,1000,1000,1000,2026-04-23,,x,,중점관리품목,자재 캐파 확보 요청,2824,2824000
상,안세연,홍한슬,에어쿠션,FCM,9FCM0065010,포컴퍼니네이밍제로그래비티커버UP쿠션기획#21P(본품+리필)(UW),2026-03-13,2026-04-24,2026-04-24,1500,3000,1500,2026-04-23,,x,,중점관리품목,자재 캐파 확보 요청,6881,10321500
상,안세연,홍한슬,에어쿠션,FCM,9FCM0064710,포컴퍼니네이밍제로그래비티커버UP쿠션기획#21N(본품+리필)(UW),2026-03-13,2026-04-24,2026-04-24,1500,3000,1500,2026-04-23,,x,,중점관리품목,자재 캐파 확보 요청,6881,10321500
상,안세연,홍한슬,에어쿠션,FCM,9FCM0065110,포컴퍼니네이밍제로그래비티커버UP쿠션기획#19N(본품+리필)(UW),2026-03-13,2026-04-24,2026-04-24,2000,4000,2000,2026-04-23,,x,,중점관리품목,자재 캐파 확보 요청,6881,13762000
상,안세연,홍한슬,에어쿠션,FCM,9FCM0026810,포컴퍼니네이밍레이어드핏쿠션#23Y기획세트[UW],2026-03-13,2026-04-28,2026-04-28,500,1000,500,2026-04-27,,x,,중점관리품목,자재 캐파 확보 요청,6548,3274000
상,안세연,홍한슬,에어쿠션,FCM,9FCM0045110,포컴퍼니네이밍레이어드핏쿠션#23Y(리필)[UW],2026-03-13,2026-04-28,2026-04-28,2000,2000,2000,2026-04-27,,x,,중점관리품목,자재 캐파 확보 요청,2636,5272000
상,안세연,홍한슬,에어쿠션,FCM,9FCM0038911,포컴퍼니네이밍레이어드핏쿠션#21P(리필)[UW],2026-03-13,2026-04-28,2026-04-28,3000,3000,3000,2026-04-27,,x,,중점관리품목,자재 캐파 확보 요청,2636,7908000
상,안세연,홍한슬,에어쿠션,FCM,9FCM0038910,포컴퍼니네이밍레이어드핏쿠션#21Y(리필)[UW],2026-03-13,2026-04-27,2026-04-27,3500,3500,3500,2026-04-26,,x,,중점관리품목,자재 캐파 확보 요청,2636,9226000
상,안세연,홍한슬,에어쿠션,FCM,9FCM0015410,포컴퍼니네이밍레이어드핏쿠션#21[UW]@,2026-03-13,2026-04-27,2026-04-27,500,500,500,2026-04-26,,x,,중점관리품목,자재 캐파 확보 요청,4145,2072500
상,안세연,홍한슬,에어쿠션,FCM,9FCM0045010,포컴퍼니네이밍레이어드핏쿠션#19N(리필)[UW],2026-03-13,2026-04-23,2026-04-23,4000,4000,4000,2026-04-22,,x,,중점관리품목,자재 캐파 확보 요청,2636,10544000
상,안세연,홍한슬,에어쿠션,FCM,9FCM0020510,포컴퍼니네이밍레이어드핏쿠션#19N[UW],2026-03-13,2026-04-23,2026-04-23,2500,2500,2500,2026-04-22,,x,,중점관리품목,자재 캐파 확보 요청,4145,10362500
상,안세연,홍한슬,에어쿠션,FCM,9FCM0038810,포컴퍼니네이밍레이어드핏쿠션#17Y(리필),2026-03-13,2026-04-28,2026-04-28,3000,3000,3000,2026-04-27,,x,,중점관리품목,자재 캐파 확보 요청,2636,7908000
중,안세연,사급,튜브,SLC,9SLC0017111,서린컴퍼니라운드랩독도클렌저150ML(중국수출용),2026-03-17,2026-04-22,2026-04-22,5010,5010,5010,2026-04-21,2026-03-27,o,,중점관리품목,,1130,5661300
중,안세연,사급,기초,SLC,9SLC0012010,서린컴퍼니라운드랩독도토너500ML(중국수출용),2026-03-17,2026-04-16,2026-04-16,10020,10020,10020,2026-04-15,2026-04-03,o,,중점관리품목,,2450,24549000
중,안세연,사급,기초,SLC,9SLC0012126,서린컴퍼니라운드랩독도로션200ML(중국수출용),2026-03-17,2026-04-16,2026-04-16,5010,5010,5010,2026-04-15,2026-04-03,o,,중점관리품목,,1590,7965900
중,안세연,사급,기초,SLC,9SLC0016517,서린컴퍼니라운드랩1025독도클렌징오일200ML(중국수출용/사용기한36),2026-03-17,2026-04-17,2026-04-17,3000,3000,3000,2026-04-16,2026-04-03,o,,중점관리품목,,2400,7200000
중,안세연,사급,기초,SLC,9SLC0037110,서린컴퍼니라운드랩자작나무수분토너300ML(중국수출용),2026-03-17,2026-04-17,2026-04-17,3000,3000,3000,2026-04-16,2026-04-03,o,,중점관리품목,,1440,4320000
중,안세연,사급,기초,SLC,9SLC0011847,서린컴퍼니라운드랩자작나무수분크림80ML(중국수출용)(RE),2026-03-17,2026-04-17,2026-04-17,3000,3000,3000,2026-04-16,2026-04-03,o,,중점관리품목,,1590,4770000
중,안세연,이진희,마스크시트,SLC,9SLC0064210,서린컴퍼니라운드랩자작수분마스크25ML(1매)(중국수출),2026-03-17,2026-04-17,2026-04-17,54900,10980,54900,2026-04-16,2026-04-03,o,,중점관리품목,,200,10980000
중,안세연,사급,튜브,SLC,9SLC0018411,서린컴퍼니라운드랩독도클렌저240ML(중국수출용),2026-03-17,2026-04-17,2026-04-17,5010,5010,5010,2026-04-16,2026-03-27,o,,중점관리품목,,1660,8316600
중,안세연,사급,기초,SLC,9SLC0022510,서린컴퍼니라운드랩독도해양심층수기초케어세트(중국수출/게또바시),2026-03-17,2026-04-17,2026-04-17,2000,6000,2000,2026-04-16,2026-04-03,o,,중점관리품목,,3200,6400000
중,안세연,사급,튜브,SLC,9SLC0018410,서린컴퍼니라운드랩독도클렌저240ML(중국역직구용),2026-03-17,2026-04-17,2026-04-17,5010,5010,5010,2026-04-16,2026-03-27,o,,중점관리품목,,1660,8316600
상,안세연,사급,기초,SLC,9SLC0064410,서린컴퍼니라운드랩독도토너200ML(미품)(코스트코)[스페인],2026-03-03,2026-04-07,2026-04-07,9648,9648,9648,2026-04-06,2026-03-24,o,3/26~27 30톤  4/2~3 30톤,중점관리품목,,2284,22036032
상,안세연,사급,기초,SLC,9SLC0064610,서린컴퍼니라운드랩독도토너100ML(미품)(코스트코)[스페인],2026-03-03,2026-04-07,2026-04-07,4824,4824,4824,2026-04-06,2026-03-24,o,3/26~27 30톤  4/2~3 30톤,중점관리품목,,2284,11018016
상,안세연,사급,기초,SLC,9SLC0064710,서린컴퍼니라운드랩자작수분크림80ML(미품)(코스트코)[스페인],2026-03-03,2026-04-07,2026-04-07,9648,9648,9648,2026-04-06,2026-03-24,o,3/26~27,중점관리품목,,2004,19334592
상,안세연,사급,기초,SLC,9SLC0064310,서린컴퍼니라운드랩독도토너200ML(미품)(코스트코)[영국],2026-03-03,2026-04-07,2026-04-07,38592,38592,38592,2026-04-06,2026-03-24,o,3/26~27 30톤  4/2~3 30톤,중점관리품목,,2284,88144128
상,안세연,사급,기초,SLC,9SLC0064510,서린컴퍼니라운드랩독도토너100ML(미품)(코스트코)[영국],2026-03-03,2026-04-07,2026-04-07,19296,19296,19296,2026-04-06,2026-03-24,o,3/26~27 30톤  4/2~3 30톤,중점관리품목,,2284,44072064
상,김선영,심민아,파우더성형_일반,JSM,9JSM0102610,정샘물아티스트아이팔레트코어#레드브라운,2026-02-12,2026-03-28,2026-04-01,6000,6000,6000,2026-04-07,2026-03-25,O,3/23~3/25,중점관리품목,신제품,7000,42000000
상,김선영,심민아,파우더성형_일반,JSM,9JSM0103010,정샘물아티스트아이팔레트코어#스모키누드,2026-02-12,2026-03-28,2026-04-01,5000,5000,5000,2026-04-07,2026-03-25,O,3/23~3/25,중점관리품목,신제품,7000,35000000
상,김선영,심민아,파우더성형_일반,JSM,9JSM0102810,정샘물아티스트아이팔레트코어#옐로우브라운,2026-02-12,2026-03-28,2026-04-01,5000,5000,5000,2026-04-07,2026-03-25,O,3/23~3/25,중점관리품목,신제품,7000,35000000
중,김선영,심민아,기초,JSM,9JSM0103810,정샘물뷰티스킨누더에센스블렌딩비비크림30ML#크림,2026-03-13,2026-04-30,2026-04-30,3000,3000,3000,2026-04-29,,X,,중점관리품목,신제품,4032,12096000
중,김선영,심민아,기초,JSM,9JSM0103910,정샘물뷰티스킨누더에센스블렌딩비비크림30ML#페어,2026-03-13,2026-04-30,2026-04-30,3000,3000,3000,2026-04-29,,X,,중점관리품목,신제품,4032,12096000
중,김선영,심민아,기초,JSM,9JSM0104010,정샘물뷰티스킨누더에센스블렌딩비비크림30ML#페어라이트,2026-03-13,2026-04-30,2026-04-30,3000,3000,3000,2026-04-29,,X,,중점관리품목,신제품,4032,12096000
중,김선영,심민아,기초,JSM,9JSM0104110,정샘물뷰티스킨누더에센스블렌딩비비크림30ML#라이트,2026-03-13,2026-04-30,2026-04-30,3000,3000,3000,2026-04-29,,X,,중점관리품목,신제품,4032,12096000
중,김선영,심민아,기초,JSM,9JSM0104210,정샘물뷰티스킨누더에센스블렌딩비비크림30ML#미디엄,2026-03-13,2026-04-30,2026-04-30,3000,3000,3000,2026-04-29,,X,,중점관리품목,신제품,4032,12096000
중,백승윤,지소연,파우더성형_소성,TDK,9TDK0036310,투쿨포스쿨베일드컨투어#포그애쉬(본품),2026-02-10,2026-04-03,2026-04-03,6000,6000,6000,2026-04-08,,O,2026-03-26,중점관리품목,,2640,15840000
상,김현석,심민아,기초,DKP,9DKP0040210,동국제약센텔리안24PDRN번들기획세트,2026-01-22,2026-04-02,2026-05-01,20000,20000,20000,2026-04-03,,O,,중점관리품목,,5000,100000000
중,김현석,심민아,마스크시트,DKP,9DKP0038710,동국제약센텔리안24마데카랩마스크멜라브라이트닝(1매)(용매분리)(V2),2026-02-26,2026-04-24,2026-05-01,60000,12000,60000,2026-04-23,,O,,중점관리품목,,1312,78720000
중,김현석,심민아,기초,DKP,9DKP0039710,동국제약센텔리안24마데카아젤라익애씨드10카밍세럼30ML,2026-02-26,2026-04-24,2026-05-01,30000,30000,30000,2026-04-23,,O,,중점관리품목,,2533,75990000
중,김현석,심민아,기초,DKP,9DKP0039810,동국제약센텔리안24마데카비타민15글로잉세럼30ML,2026-02-26,2026-04-24,2026-05-01,30000,30000,30000,2026-04-23,,O,,중점관리품목,,3503,105090000
중,김현석,심민아,기초,DKP,9DKP0038310,동국제약센텔리안24마데카더마쉴드바이탈캡슐선에센스40ML(OTC),2026-02-26,2026-04-24,2026-05-01,10000,10000,10000,2026-04-23,,X,,중점관리품목,,3390,33900000
중,조경수,김현우,기초,CHA,9CHA0002011,창앤컴퍼니브리오뎀안티헤어로스&댄드러프스칼프스프레이100ML(수출),2025-09-11,2026-01-15,2026-03-01,3500,3500,3500,2026-04-24,,X,,중점관리품목,,3000,10500000
중,조경수,김현우,튜브,CHA,9CHA0001911,창앤컴퍼니브리오뎀안티헤어로스&댄드러프스칼프컨디셔너150ML(수출),2025-09-11,2026-01-15,2026-03-01,3500,3500,3500,2026-04-24,,X,,중점관리품목,,3000,10500000
중,조경수,김현우,기초,CHA,9CHA0002011,창앤컴퍼니브리오뎀안티헤어로스&댄드러프스칼프스프레이100ML(수출),2025-09-11,2026-03-01,2026-03-01,3500,3500,3500,2026-04-24,,X,,중점관리품목,,3000,10500000
중,조경수,김현우,튜브,CHA,9CHA0001811,창앤컴퍼니브리오뎀안티헤어로스&댄드러프스칼프샴푸200ML(수출),2025-09-11,2026-03-01,2026-03-01,3500,3500,3500,2026-04-24,,X,,중점관리품목,,3000,10500000
상,전재준,사급,파우더,ABC,9ABC1288310,어퓨과즙팡파스텔블러셔#웜트럴더블기획(누/멜로코튼/OY),2026-03-17,2026-04-27,2026-04-27,1500,3000,1500,~4/24,2026-04-10,O,,중점관리품목,,2104,3156000
중,이상엽,김현우,스틱밤,ENP,9ENP0079510,엔프라니홀리카홀리카멜팅블러립팟#03뮤브,2024-09-19,2024-12-01,2026-05-01,5150,5150,5150,2026-04-03,,X,,중점관리품목,,3006,15480900
중,이상엽,김현우,스틱밤,ENP,9ENP0079710,엔프라니홀리카홀리카멜팅블러립팟#05레스닝,2024-09-09,2024-11-01,2026-05-01,5150,5150,2078,2026-04-03,,O,완료,중점관리품목,,3008,6250624
중,이상엽,김현우,스틱밤,ENP,9ENP0079710,엔프라니홀리카홀리카멜팅블러립팟#05레스닝,2024-09-19,2024-11-13,2026-05-01,5150,5150,5150,2026-04-03,,O,완료,중점관리품목,,3008,15491200
중,이상엽,김현우,스틱밤,ENP,9ENP0079710,엔프라니홀리카홀리카멜팅블러립팟#05레스닝,2024-09-19,2024-12-01,2026-05-01,5150,5150,2562,2026-04-03,,O,완료,중점관리품목,,3008,7706496
중,이상엽,김현우,스틱밤,ENP,9ENP0079810,엔프라니홀리카홀리카멜팅블러립팟#06넥타,2024-09-19,2024-11-13,2026-05-01,5150,5150,2343,2026-04-03,,X,,중점관리품목,,3015,7064145
중,이상엽,김현우,스틱밤,ENP,9ENP0079910,엔프라니홀리카홀리카멜팅블러립팟#07하티,2024-09-19,2024-12-01,2026-05-01,5150,5150,2246,2026-04-03,,X,,중점관리품목,,3008,6755968
중,이상엽,김현우,스틱밤,ENP,9ENP0082010,엔프라니홀리카홀리카멜팅블러립팟#10멜티,2024-09-04,2024-10-11,2026-05-01,3090,3090,3090,2026-04-03,,X,,중점관리품목,,3002,9276180
중,이상엽,사급,스틱밤,LFC,9LFC0031610,(비건)LF아떼어센틱립글로이밤#휩체리(세터콜라보),2026-03-17,2026-04-27,2026-04-27,13000,13000,13000,2026-04-03,,X,,중점관리품목,,0,0
중,이상엽,사급,스틱밤,LFC,9LFC0031710,(비건)LF아떼어센틱립글로이밤#체리콕(세터콜라보),2026-03-17,2026-04-27,2026-04-27,13000,13000,13000,2026-04-03,,X,,중점관리품목,,0,0
중,이상엽,사급,스틱밤,LFC,9LFC0031810,LF아떼어센틱립글로이밤기획세트(세터콜라보)*개입수미정,2026-03-17,2026-04-27,2026-04-27,2000,4000,2000,2026-04-03,,X,,중점관리품목,,0,0
중,이상엽,사급,튜브,LFC,9LFC0029310,(비건)LF아떼비건릴리프무기자차선크림(50+50)(OY),2026-02-13,2026-04-02,2026-04-02,10000,20000,10000,2026-04-03,,X,,중점관리품목,,4390,43900000
중,이상엽,사급,튜브,LFC,9LFC0030810,LF아떼비건릴리프무기자차선크림35ML기획세트(1+1),2026-02-13,2026-04-02,2026-04-02,5000,10000,5000,2026-04-03,,X,,중점관리품목,,3362,16810000
하,이상엽,사급,견본_용기,LFC,9LFC0029710, (비건)LF아떼바이탈씨좀토닝컨센트레이트20ML(25) ,2026-02-20,2026-04-03,2026-04-03,2500,2500,2500,2026-04-10,,X,,중점관리품목,,2470,6175000
상,윤준서,이민성,견본_용기,TRD,9TRD0003210,토리든셀메이징저분자콜라겐모공탄력앰플10ML(국내)(네오지퍼백사용),2026-01-16,2026-04-01,2026-05-06,20000,20000,20000,2026-05-04,　,O,2026-03-06,중점관리품목,　,1105,22100000
상,윤준서,이민성,마스크시트,TRD,9TRD0004610,토리든셀메이징저분자콜라겐모공탄력마스크25ML,2026-03-15,2026-04-06,2026-04-06,45000,45000,45000,2026-04-03,　,O,2026-03-19,중점관리품목,　,253,11385000
상,윤준서,이민성,기초,TRD,9TRD0001011,토리든다이브인저분자히알루론산멀티패드160ML(OY)(일원화)(80+10),2026-02-10,2026-04-27,2026-04-27,32000,32000,32000,2026-04-20,　,O,2026-04-09,중점관리품목,　,4421,141472000
상,윤준서,이민성,마스크시트,TRD,9TRD0004710,토리든셀메이징저분자콜라겐모공탄력마스크25ML(10매),2026-02-19,2026-04-17,2026-04-17,20000,20000,20000,2026-04-15,　,X,　,중점관리품목,　,2997,59940000
상,윤준서,이민성,기초,TRD,9TRD0005711,토리든밸런스풀아젤라산세럼30ML(일본전용),2026-03-09,2026-04-17,2026-04-17,106000,106000,106000,2026-04-15,　,X,　,중점관리품목,　,0,0
상,윤준서,이민성,기초,TRD,9TRD0006710,토리든다이브인크림미스트120ML(위생허가),2026-03-10,2026-04-28,2026-04-28,12500,12500,12500,2026-04-27,　,X,　,중점관리품목,　,0,0
상,윤준서,이민성,기초,TRD,9TRD0006810,토리든다이브인크림미스트50ML(위생허가용),2026-03-10,2026-04-28,2026-04-28,10500,10500,10500,2026-04-27,　,X,　,중점관리품목,　,0,0
상,윤준서,이민성,견본_파우치,TRD,9TRD0006910,토리든셀메이징저분자콜라겐모공탄력앰플30ML 리필백(M1010014),2026-03-11,2026-04-20,2026-04-20,47400,47400,47400,2026-04-17,　,X,　,중점관리품목,　,0,0
상,전재준,사급,파우더성형_일반,ABC,9ABC1274110,어퓨과즙팡파스텔블러셔#BE01누드코튼,2026-03-17,2026-05-08,2026-05-08,3000,3000,3000,~4/24,2026-04-10,O,,중점관리품목,,856,2568000
상,전재준,사급,파우더성형_일반,ABC,9ABC1274410,어퓨과즙팡파스텔블러셔PK11리본코튼,2026-03-17,2026-05-08,2026-05-08,3000,3000,3000,~4/24,2026-04-10,O,,중점관리품목,,848,2544000
상,전재준,사급,파우더성형_일반,ABC,9ABC1274510,어퓨과즙팡파스텔블러셔RD02시나몬코튼,2026-03-17,2026-05-08,2026-05-08,3000,3000,3000,~4/24,2026-04-10,O,,중점관리품목,,860,2580000
상,전재준,사급,파우더성형_일반,ABC,9ABC1274610,어퓨과즙팡파스텔블러셔#VL04미스트코튼,2026-03-17,2026-05-08,2026-05-08,3000,3000,3000,~4/24,2026-04-10,O,,중점관리품목,,851,2553000
상,전재준,사급,파우더성형_일반,ABC,9ABC1275710,어퓨과즙팡파스텔블러셔PK07핑크코튼,2026-03-17,2026-05-08,2026-05-08,3000,3000,3000,~4/24,2026-04-10,O,,중점관리품목,,881,2643000
중,백승윤,임민수,캔,SNT,9SNT0015110,쏘내추럴파우더포룸올데이타이트메이크업세팅픽서75ML(중국),2026-02-05,2026-03-31,2026-05-01,400000,400000,400000,2026-04-30,,O,매주 20T,중점관리품목,,2159,863600000
중,백승윤,임민수,캔,SNT,9SNT0012710,쏘내추럴파우더포룸올데이타이트메이크업세팅픽서75ML(국내),2026-02-05,2026-04-03,2026-05-01,600000,600000,600000,2026-04-30,,O,매주 20T,중점관리품목,,2159,1295400000
상,박진형,베승원,마스크시트,DPD,9DPD0016310,아누아복숭아70나이아신세럼마스크25ML(OY/1매/AA001046),2026-03-17,2026-04-24,2026-04-24,314000,62800,314000,2026-04-17,,O,,중점관리품목,,357,112098000
상,박진형,베승원,마스크시트,DPD,9DPD0020410,아누아아마이드트라넥사믹다크스팟세럼마스크28ML(10매)AA001239,2026-03-17,2026-04-24,2026-04-24,24000,48000,24000,2026-04-17,,O,,중점관리품목,,3779,90696000
상,박진형,베승원,견본_용기,DPD,9DPD0014011,아누아아젤라익애씨드10히알루론레드네스수딩세럼10MLGLB/AA000744,2026-02-12,2026-03-24,2026-04-01,4000,,4000,2026-03-25,,O,,중점관리품목,,1437,5748000
상,박진형,베승원,견본_용기,DPD,9DPD0014011,아누아아젤라익애씨드10히알루론레드네스수딩세럼10MLGLB/AA000744,2026-01-20,2026-02-25,2026-04-01,20000,,20000,2026-03-25,,O,,중점관리품목,,1437,28740000
상,박진형,베승원,견본_용기,DPD,9DPD0005613,더파운더즈아누아복숭아70나이아신세럼10ML(GLB/AA000199),2026-01-20,2026-02-25,2026-04-01,5000,,5000,2026-03-25,,O,,중점관리품목,,1632,8160000
상,박진형,베승원,기초,DPD,9DPD0019210,아누아피디알엔히알루론산수분캡슐미스트30ML(AA001309),2026-01-20,2026-03-03,2026-03-30,10000,10000,10000,2026-04-01,,O,,중점관리품목,,2954,29540000
상,박진형,베승원,마스크시트,DPD,9DPD0020310,아누아나이아신트라넥사믹다크스팟세럼마스크28ML(1매)AA001238,2026-01-20,2026-03-03,2026-03-03,10000,20000,10000,2026-04-01,,O,,중점관리품목,,365,3650000
상,박진형,베승원,기초,DPD,9DPD0006710,아누아7라이스세라마이드하이드레이팅베리어세럼50ML/AA000214,2026-01-20,2026-03-03,2026-03-03,5000,5000,5000,2026-04-01,,O,,중점관리품목,,3021,15105000
상,박진형,베승원,견본_용기,DPD,9DPD0014012,아누아아젤라익10히알루론레드네스수딩세럼10MLGLB/EU/AA001231,2026-02-20,2026-03-26,2026-04-01,20000,,20000,2026-03-25,,O,,중점관리품목,,1349,26980000
상,박진형,베승원,기초,DPD,9DPD0019213,아누아피디알엔히알루론산수분캡슐미스트30ML(GLBEU/AA001320),2026-02-20,2026-03-26,2026-04-01,55000,55000,55000,2026-03-25,,O,,중점관리품목,,2955,162525000
상,박진형,베승원,기초,DPD,9DPD0019211,아누아피디알엔히알루론산수분캡슐미스트30ML(GLB/AA001319/,2026-02-20,2026-03-26,2026-04-01,50000,50000,50000,2026-03-25,,O,,중점관리품목,,2954,147700000
